ensembl_gene_id,gene_symbol,entrez_id,description,rbpworld_family,species,common_name,group,neurons,genome_mb,cell_types,data_source,protein_type,is_canonical
ENSG00000196497,IPO4,79711,importin 4,,Homo_sapiens,human,main6,86000000000.0,3200,411,RBPWorld,RBP,True
ENSG00000196498,NCOR2,9612,nuclear receptor corepressor 2,,Homo_sapiens,human,main6,86000000000.0,3200,411,RBPWorld,RBP,True
ENSG00000196504,PRPF40A,55660,pre-mRNA processing factor 40 homolog A,,Homo_sapiens,human,main6,86000000000.0,3200,411,RBPWorld,RBP,True
ENSG00000196531,NACA,4666,Nascent Polypeptide Associated Complex Subunit Alpha,,Homo_sapiens,human,main6,86000000000.0,3200,411,RBPWorld,RBP,True
ENSG00000196535,MYO18A,399687,myosin XVIIIA,,Homo_sapiens,human,main6,86000000000.0,3200,411,RBPWorld,RBP,True
ENSG00000196586,MYO6,4646,myosin VI,,Homo_sapiens,human,main6,86000000000.0,3200,411,RBPWorld,RBP,True
ENSG00000196588,MRTFA,57591,myocardin related transcription factor A,,Homo_sapiens,human,main6,86000000000.0,3200,411,RBPWorld,RBP,True
ENSG00000196591,HDAC2,3066,histone deacetylase 2,,Homo_sapiens,human,main6,86000000000.0,3200,411,RBPWorld,RBP,True
ENSG00000196678,ERI2,112479,ERI1 exoribonuclease family member 2,,Homo_sapiens,human,main6,86000000000.0,3200,411,RBPWorld,RBP,True
ENSG00000196712,NF1,4763,neurofibromin 1,,Homo_sapiens,human,main6,86000000000.0,3200,411,RBPWorld,RBP,True
ENSG00000196724,ZNF418,147686,zinc finger protein 418,,Homo_sapiens,human,main6,86000000000.0,3200,411,RBPWorld,RBP,True
ENSG00000196730,DAPK1,1612,death associated protein kinase 1,,Homo_sapiens,human,main6,86000000000.0,3200,411,RBPWorld,RBP,True
ENSG00000196757,ZNF700,90592,zinc finger protein 700,,Homo_sapiens,human,main6,86000000000.0,3200,411,RBPWorld,RBP,True
ENSG00000196923,PDLIM7,9260,PDZ and LIM domain 7,,Homo_sapiens,human,main6,86000000000.0,3200,411,RBPWorld,RBP,True
ENSG00000196924,FLNA,2316,filamin A,,Homo_sapiens,human,main6,86000000000.0,3200,411,RBPWorld,RBP,True
ENSG00000196943,NOP9,161424,NOP9 nucleolar protein,,Homo_sapiens,human,main6,86000000000.0,3200,411,RBPWorld,RBP,True
ENSG00000196961,AP2A1,160,adaptor related protein complex 2 subunit alpha 1,,Homo_sapiens,human,main6,86000000000.0,3200,411,RBPWorld,RBP,True
ENSG00000196975,ANXA4,307,annexin A4,,Homo_sapiens,human,main6,86000000000.0,3200,411,RBPWorld,RBP,True
ENSG00000196981,WDR5B,54554,WD repeat domain 5B,,Homo_sapiens,human,main6,86000000000.0,3200,411,RBPWorld,RBP,True
ENSG00000197043,ANXA6,309,annexin A6,,Homo_sapiens,human,main6,86000000000.0,3200,411,RBPWorld,RBP,True
ENSG00000197061,HIST1H4C,8364,histone cluster 1 H4 family member c,,Homo_sapiens,human,main6,86000000000.0,3200,411,RBPWorld,RBP,True
ENSG00000197077,KIAA1671,85379,KIAA1671,,Homo_sapiens,human,main6,86000000000.0,3200,411,RBPWorld,RBP,True
ENSG00000197102,DYNC1H1,1778,dynein cytoplasmic 1 heavy chain 1,,Homo_sapiens,human,main6,86000000000.0,3200,411,RBPWorld,RBP,True
ENSG00000197111,PCBP2,5094,poly(rC) binding protein 2,,Homo_sapiens,human,main6,86000000000.0,3200,411,RBPWorld,RBP,True
ENSG00000197114,ZGPAT,84619,zinc finger CCCH-type and G-patch domain containing,,Homo_sapiens,human,main6,86000000000.0,3200,411,RBPWorld,RBP,True
ENSG00000197128,ZNF772,400720,zinc finger protein 772,,Homo_sapiens,human,main6,86000000000.0,3200,411,RBPWorld,RBP,True
ENSG00000197157,SND1,27044,staphylococcal nuclease and tudor domain containing 1,,Homo_sapiens,human,main6,86000000000.0,3200,411,RBPWorld,RBP,True
ENSG00000197170,PSMD12,5718,"proteasome 26S subunit, non-ATPase 12",,Homo_sapiens,human,main6,86000000000.0,3200,411,RBPWorld,RBP,True
ENSG00000197181,PIWIL2,55124,piwi like RNA-mediated gene silencing 2,,Homo_sapiens,human,main6,86000000000.0,3200,411,RBPWorld,RBP,True
ENSG00000197213,ZSCAN5B,342933,zinc finger and SCAN domain containing 5B,,Homo_sapiens,human,main6,86000000000.0,3200,411,RBPWorld,RBP,True
ENSG00000197223,C1D,10438,C1D nuclear receptor corepressor,,Homo_sapiens,human,main6,86000000000.0,3200,411,RBPWorld,RBP,True
ENSG00000197226,TBC1D9B,23061,TBC1 domain family member 9B,,Homo_sapiens,human,main6,86000000000.0,3200,411,RBPWorld,RBP,True
ENSG00000197238,HIST1H4J,8363,histone cluster 1 H4 family member j,,Homo_sapiens,human,main6,86000000000.0,3200,411,RBPWorld,RBP,True
ENSG00000197275,RAD54B,25788,RAD54 homolog B,,Homo_sapiens,human,main6,86000000000.0,3200,411,RBPWorld,RBP,True
ENSG00000197299,BLM,641,BLM RecQ like helicase,,Homo_sapiens,human,main6,86000000000.0,3200,411,RBPWorld,RBP,True
ENSG00000197321,SVIL,6840,supervillin,,Homo_sapiens,human,main6,86000000000.0,3200,411,RBPWorld,RBP,True
ENSG00000197323,TRIM33,51592,tripartite motif containing 33,,Homo_sapiens,human,main6,86000000000.0,3200,411,RBPWorld,RBP,True
ENSG00000197345,MRPL21,219927,mitochondrial ribosomal protein L21,,Homo_sapiens,human,main6,86000000000.0,3200,411,RBPWorld,RBP,True
ENSG00000197375,SLC22A5,6584,solute carrier family 22 member 5,,Homo_sapiens,human,main6,86000000000.0,3200,411,RBPWorld,RBP,True
ENSG00000197381,ADARB1,104,adenosine deaminase RNA specific B1,,Homo_sapiens,human,main6,86000000000.0,3200,411,RBPWorld,RBP,True
ENSG00000197385,ZNF860,344787,zinc finger protein 860,,Homo_sapiens,human,main6,86000000000.0,3200,411,RBPWorld,RBP,True
ENSG00000197386,HTT,3064,huntingtin,,Homo_sapiens,human,main6,86000000000.0,3200,411,RBPWorld,RBP,True
ENSG00000197451,HNRNPAB,3182,heterogeneous nuclear ribonucleoprotein A/B,,Homo_sapiens,human,main6,86000000000.0,3200,411,RBPWorld,RBP,True
ENSG00000197483,ZNF628,89887,zinc finger protein 628,,Homo_sapiens,human,main6,86000000000.0,3200,411,RBPWorld,RBP,True
ENSG00000197498,RPF2,84154,ribosome production factor 2 homolog,,Homo_sapiens,human,main6,86000000000.0,3200,411,RBPWorld,RBP,True
ENSG00000197535,MYO5A,4644,myosin VA,,Homo_sapiens,human,main6,86000000000.0,3200,411,RBPWorld,RBP,True
ENSG00000197594,ENPP1,5167,ectonucleotide pyrophosphatase/phosphodiesterase 1,,Homo_sapiens,human,main6,86000000000.0,3200,411,RBPWorld,RBP,True
ENSG00000197694,SPTAN1,6709,"spectrin alpha, non-erythrocytic 1",,Homo_sapiens,human,main6,86000000000.0,3200,411,RBPWorld,RBP,True
ENSG00000197728,RPS26,6231,ribosomal protein S26,,Homo_sapiens,human,main6,86000000000.0,3200,411,RBPWorld,RBP,True
ENSG00000197756,RPL37A,6168,ribosomal protein L37a,,Homo_sapiens,human,main6,86000000000.0,3200,411,RBPWorld,RBP,True
ENSG00000197771,MCMBP,79892,minichromosome maintenance complex binding protein,,Homo_sapiens,human,main6,86000000000.0,3200,411,RBPWorld,RBP,True
ENSG00000197837,HIST4H4,121504,histone cluster 4 H4,,Homo_sapiens,human,main6,86000000000.0,3200,411,RBPWorld,RBP,True
ENSG00000197885,NKIRAS1,28512,NFKB inhibitor interacting Ras like 1,,Homo_sapiens,human,main6,86000000000.0,3200,411,RBPWorld,RBP,True
ENSG00000197915,HRNR,388697,hornerin,,Homo_sapiens,human,main6,86000000000.0,3200,411,RBPWorld,RBP,True
ENSG00000197958,RPL12,6136,ribosomal protein L12,,Homo_sapiens,human,main6,86000000000.0,3200,411,RBPWorld,RBP,True
ENSG00000197976,AKAP17A,8227,A-kinase anchoring protein 17A,,Homo_sapiens,human,main6,86000000000.0,3200,411,RBPWorld,RBP,True
ENSG00000197982,C1orf122,127687,chromosome 1 open reading frame 122,,Homo_sapiens,human,main6,86000000000.0,3200,411,RBPWorld,RBP,True
ENSG00000198000,NOL8,55035,nucleolar protein 8,,Homo_sapiens,human,main6,86000000000.0,3200,411,RBPWorld,RBP,True
ENSG00000198015,MRPL42,28977,mitochondrial ribosomal protein L42,,Homo_sapiens,human,main6,86000000000.0,3200,411,RBPWorld,RBP,True
ENSG00000198034,RPS4X,6191,ribosomal protein S4 X-linked,,Homo_sapiens,human,main6,86000000000.0,3200,411,RBPWorld,RBP,True
ENSG00000198042,MAK16,84549,MAK16 homolog,,Homo_sapiens,human,main6,86000000000.0,3200,411,RBPWorld,RBP,True
ENSG00000198081,ZBTB14,7541,zinc finger and BTB domain containing 14,,Homo_sapiens,human,main6,86000000000.0,3200,411,RBPWorld,RBP,True
ENSG00000198157,HMGN5,79366,high mobility group nucleosome binding domain 5,,Homo_sapiens,human,main6,86000000000.0,3200,411,RBPWorld,RBP,True
ENSG00000198231,DDX42,11325,DEAD-box helicase 42,,Homo_sapiens,human,main6,86000000000.0,3200,411,RBPWorld,RBP,True
ENSG00000198242,RPL23A,6147,ribosomal protein L23a,,Homo_sapiens,human,main6,86000000000.0,3200,411,RBPWorld,RBP,True
ENSG00000198265,HELZ,9931,helicase with zinc finger,,Homo_sapiens,human,main6,86000000000.0,3200,411,RBPWorld,RBP,True
ENSG00000198301,SDAD1,55153,SDA1 domain containing 1,,Homo_sapiens,human,main6,86000000000.0,3200,411,RBPWorld,RBP,True
ENSG00000198363,ASPH,444,aspartate beta-hydroxylase,,Homo_sapiens,human,main6,86000000000.0,3200,411,RBPWorld,RBP,True
ENSG00000198380,GFPT1,2673,glutamine--fructose-6-phosphate transaminase 1,,Homo_sapiens,human,main6,86000000000.0,3200,411,RBPWorld,RBP,True
ENSG00000198420,TCAF1,9747,TRPM8 channel associated factor 1,,Homo_sapiens,human,main6,86000000000.0,3200,411,RBPWorld,RBP,True
ENSG00000198431,TXNRD1,7296,thioredoxin reductase 1,,Homo_sapiens,human,main6,86000000000.0,3200,411,RBPWorld,RBP,True
ENSG00000198482,ZNF808,388558,zinc finger protein 808,,Homo_sapiens,human,main6,86000000000.0,3200,411,RBPWorld,RBP,True
ENSG00000198492,YTHDF2,51441,YTH N6-methyladenosine RNA binding protein 2,,Homo_sapiens,human,main6,86000000000.0,3200,411,RBPWorld,RBP,True
ENSG00000198498,TMA16,55319,translation machinery associated 16 homolog,,Homo_sapiens,human,main6,86000000000.0,3200,411,RBPWorld,RBP,True
ENSG00000198522,GPN1,11321,GPN-loop GTPase 1,,Homo_sapiens,human,main6,86000000000.0,3200,411,RBPWorld,RBP,True
ENSG00000198538,ZNF28,7576,zinc finger protein 28,,Homo_sapiens,human,main6,86000000000.0,3200,411,RBPWorld,RBP,True
ENSG00000198554,WDHD1,11169,WD repeat and HMG-box DNA binding protein 1,,Homo_sapiens,human,main6,86000000000.0,3200,411,RBPWorld,RBP,True
ENSG00000198561,CTNND1,1500,catenin delta 1,,Homo_sapiens,human,main6,86000000000.0,3200,411,RBPWorld,RBP,True
ENSG00000198563,DDX39B,7919,DExD-box helicase 39B,,Homo_sapiens,human,main6,86000000000.0,3200,411,RBPWorld,RBP,True
ENSG00000198589,LRBA,987,LPS responsive beige-like anchor protein,,Homo_sapiens,human,main6,86000000000.0,3200,411,RBPWorld,RBP,True
ENSG00000198604,BAZ1A,11177,bromodomain adjacent to zinc finger domain 1A,,Homo_sapiens,human,main6,86000000000.0,3200,411,RBPWorld,RBP,True
ENSG00000198625,MDM4,4194,MDM4 regulator of p53,,Homo_sapiens,human,main6,86000000000.0,3200,411,RBPWorld,RBP,True
ENSG00000198677,TTC37,9652,tetratricopeptide repeat domain 37,,Homo_sapiens,human,main6,86000000000.0,3200,411,RBPWorld,RBP,True
ENSG00000198682,PAPSS2,9060,3'-phosphoadenosine 5'-phosphosulfate synthase 2,,Homo_sapiens,human,main6,86000000000.0,3200,411,RBPWorld,RBP,True
ENSG00000198692,EIF1AY,9086,eukaryotic translation initiation factor 1A Y-linked,,Homo_sapiens,human,main6,86000000000.0,3200,411,RBPWorld,RBP,True
ENSG00000198700,IPO9,55705,importin 9,,Homo_sapiens,human,main6,86000000000.0,3200,411,RBPWorld,RBP,True
ENSG00000198730,CTR9,9646,"CTR9 homolog, Paf1/RNA polymerase II complex component",,Homo_sapiens,human,main6,86000000000.0,3200,411,RBPWorld,RBP,True
ENSG00000198740,ZNF652,22834,zinc finger protein 652,,Homo_sapiens,human,main6,86000000000.0,3200,411,RBPWorld,RBP,True
ENSG00000198746,GPATCH3,63906,G-patch domain containing 3,,Homo_sapiens,human,main6,86000000000.0,3200,411,RBPWorld,RBP,True
ENSG00000198752,CDC42BPB,9578,CDC42 binding protein kinase beta,,Homo_sapiens,human,main6,86000000000.0,3200,411,RBPWorld,RBP,True
ENSG00000198755,RPL10A,4736,ribosomal protein L10a,,Homo_sapiens,human,main6,86000000000.0,3200,411,RBPWorld,RBP,True
ENSG00000198791,CNOT7,29883,CCR4-NOT transcription complex subunit 7,,Homo_sapiens,human,main6,86000000000.0,3200,411,RBPWorld,RBP,True
ENSG00000198793,MTOR,2475,mechanistic target of rapamycin kinase,,Homo_sapiens,human,main6,86000000000.0,3200,411,RBPWorld,RBP,True
ENSG00000198795,ZNF521,25925,zinc finger protein 521,,Homo_sapiens,human,main6,86000000000.0,3200,411,RBPWorld,RBP,True
ENSG00000198824,CHAMP1,283489,chromosome alignment maintaining phosphoprotein 1,,Homo_sapiens,human,main6,86000000000.0,3200,411,RBPWorld,RBP,True
ENSG00000198839,ZNF277,11179,zinc finger protein 277,,Homo_sapiens,human,main6,86000000000.0,3200,411,RBPWorld,RBP,True
ENSG00000198858,R3HDM4,91300,R3H domain containing 4,,Homo_sapiens,human,main6,86000000000.0,3200,411,RBPWorld,RBP,True
ENSG00000198860,TSEN15,116461,tRNA splicing endonuclease subunit 15,,Homo_sapiens,human,main6,86000000000.0,3200,411,RBPWorld,RBP,True
ENSG00000198862,LTN1,26046,listerin E3 ubiquitin protein ligase 1,,Homo_sapiens,human,main6,86000000000.0,3200,411,RBPWorld,RBP,True
ENSG00000198874,TYW1,55253,tRNA-yW synthesizing protein 1 homolog,,Homo_sapiens,human,main6,86000000000.0,3200,411,RBPWorld,RBP,True
ENSG00000198890,PRMT6,55170,protein arginine methyltransferase 6,,Homo_sapiens,human,main6,86000000000.0,3200,411,RBPWorld,RBP,True
ENSG00000198900,TOP1,7150,DNA topoisomerase I,,Homo_sapiens,human,main6,86000000000.0,3200,411,RBPWorld,RBP,True
ENSG00000198901,PRC1,9055,protein regulator of cytokinesis 1,,Homo_sapiens,human,main6,86000000000.0,3200,411,RBPWorld,RBP,True
ENSG00000198910,L1CAM,3897,L1 cell adhesion molecule,,Homo_sapiens,human,main6,86000000000.0,3200,411,RBPWorld,RBP,True
ENSG00000198917,SPOUT1,51490,SPOUT domain containing methyltransferase 1,,Homo_sapiens,human,main6,86000000000.0,3200,411,RBPWorld,RBP,True
ENSG00000198918,RPL39,6170,ribosomal protein L39,,Homo_sapiens,human,main6,86000000000.0,3200,411,RBPWorld,RBP,True
ENSG00000198919,DZIP3,9666,DAZ Interacting Zinc Finger Protein 3,,Homo_sapiens,human,main6,86000000000.0,3200,411,RBPWorld,RBP,True
ENSG00000198925,ATG9A,79065,autophagy related 9A,,Homo_sapiens,human,main6,86000000000.0,3200,411,RBPWorld,RBP,True
ENSG00000198952,SMG5,23381,SMG5 nonsense mediated mRNA decay factor,,Homo_sapiens,human,main6,86000000000.0,3200,411,RBPWorld,RBP,True
ENSG00000203485,INF2,64423,"inverted formin, FH2 and WH2 domain containing",,Homo_sapiens,human,main6,86000000000.0,3200,411,RBPWorld,RBP,True
ENSG00000203791,EEF1AKMT2,399818,EEF1A lysine methyltransferase 2,,Homo_sapiens,human,main6,86000000000.0,3200,411,RBPWorld,RBP,True
ENSG00000204084,INPP5B,3633,inositol polyphosphate-5-phosphatase B,,Homo_sapiens,human,main6,86000000000.0,3200,411,RBPWorld,RBP,True
ENSG00000204120,GIGYF2,26058,GRB10 interacting GYF protein 2,,Homo_sapiens,human,main6,86000000000.0,3200,411,RBPWorld,RBP,True
ENSG00000204186,ZDBF2,57683,zinc finger DBF-type containing 2,,Homo_sapiens,human,main6,86000000000.0,3200,411,RBPWorld,RBP,True
ENSG00000204209,DAXX,1616,death domain associated protein,,Homo_sapiens,human,main6,86000000000.0,3200,411,RBPWorld,RBP,True
ENSG00000204256,BRD2,6046,bromodomain containing 2,,Homo_sapiens,human,main6,86000000000.0,3200,411,RBPWorld,RBP,True
ENSG00000204316,MRPL38,64978,mitochondrial ribosomal protein L38,,Homo_sapiens,human,main6,86000000000.0,3200,411,RBPWorld,RBP,True
ENSG00000204348,DXO,1797,decapping exoribonuclease,,Homo_sapiens,human,main6,86000000000.0,3200,411,RBPWorld,RBP,True
ENSG00000204351,SKIV2L,6499,Ski2 like RNA helicase,,Homo_sapiens,human,main6,86000000000.0,3200,411,RBPWorld,RBP,True
ENSG00000204356,NELFE,7936,negative elongation factor complex member E,,Homo_sapiens,human,main6,86000000000.0,3200,411,RBPWorld,RBP,True
ENSG00000204366,ZBTB12,221527,zinc finger and BTB domain containing 12,,Homo_sapiens,human,main6,86000000000.0,3200,411,RBPWorld,RBP,True
ENSG00000204388,HSPA1B,3304,heat shock protein family A (Hsp70) member 1B,,Homo_sapiens,human,main6,86000000000.0,3200,411,RBPWorld,RBP,True
ENSG00000204392,LSM2,57819,"LSM2 homolog, U6 small nuclear RNA and mRNA degradation associated",,Homo_sapiens,human,main6,86000000000.0,3200,411,RBPWorld,RBP,True
ENSG00000204394,VARS,7407,valyl-tRNA synthetase,,Homo_sapiens,human,main6,86000000000.0,3200,411,RBPWorld,RBP,True
ENSG00000204438,GPANK1,7918,G-patch domain and ankyrin repeats 1,,Homo_sapiens,human,main6,86000000000.0,3200,411,RBPWorld,RBP,True
ENSG00000204463,BAG6,7917,BCL2 associated athanogene 6,,Homo_sapiens,human,main6,86000000000.0,3200,411,RBPWorld,RBP,True
ENSG00000204469,PRRC2A,7916,proline rich coiled-coil 2A,,Homo_sapiens,human,main6,86000000000.0,3200,411,RBPWorld,RBP,True
ENSG00000204532,ZSCAN5C,649137,zinc finger and SCAN domain containing 5C,,Homo_sapiens,human,main6,86000000000.0,3200,411,RBPWorld,RBP,True
ENSG00000204560,DHX16,8449,DEAH-box helicase 16,,Homo_sapiens,human,main6,86000000000.0,3200,411,RBPWorld,RBP,True
ENSG00000204568,MRPS18B,28973,mitochondrial ribosomal protein S18B,,Homo_sapiens,human,main6,86000000000.0,3200,411,RBPWorld,RBP,True
ENSG00000204569,PPP1R10,5514,protein phosphatase 1 regulatory subunit 10,,Homo_sapiens,human,main6,86000000000.0,3200,411,RBPWorld,RBP,True
ENSG00000204574,ABCF1,23,ATP binding cassette subfamily F member 1,,Homo_sapiens,human,main6,86000000000.0,3200,411,RBPWorld,RBP,True
ENSG00000204576,PRR3,80742,proline rich 3,,Homo_sapiens,human,main6,86000000000.0,3200,411,RBPWorld,RBP,True
ENSG00000204590,GNL1,2794,G protein nucleolar 1 (putative),,Homo_sapiens,human,main6,86000000000.0,3200,411,RBPWorld,RBP,True
ENSG00000204604,ZNF468,90333,zinc finger protein 468,,Homo_sapiens,human,main6,86000000000.0,3200,411,RBPWorld,RBP,True
ENSG00000204628,RACK1,10399,receptor for activated C kinase 1,,Homo_sapiens,human,main6,86000000000.0,3200,411,RBPWorld,RBP,True
ENSG00000204764,RANBP17,64901,RAN binding protein 17,,Homo_sapiens,human,main6,86000000000.0,3200,411,RBPWorld,RBP,True
ENSG00000204822,MRPL53,116540,mitochondrial ribosomal protein L53,,Homo_sapiens,human,main6,86000000000.0,3200,411,RBPWorld,RBP,True
ENSG00000204842,ATXN2,6311,ataxin 2,,Homo_sapiens,human,main6,86000000000.0,3200,411,RBPWorld,RBP,True
ENSG00000204843,DCTN1,1639,dynactin subunit 1,,Homo_sapiens,human,main6,86000000000.0,3200,411,RBPWorld,RBP,True
ENSG00000204920,ZNF155,7711,zinc finger protein 155,,Homo_sapiens,human,main6,86000000000.0,3200,411,RBPWorld,RBP,True
ENSG00000205022,PABPN1L,390748,"poly(A) binding protein nuclear 1 like, cytoplasmic",,Homo_sapiens,human,main6,86000000000.0,3200,411,RBPWorld,RBP,True
ENSG00000205323,SARNP,84324,SAP domain containing ribonucleoprotein,,Homo_sapiens,human,main6,86000000000.0,3200,411,RBPWorld,RBP,True
ENSG00000205339,IPO7,10527,importin 7,,Homo_sapiens,human,main6,86000000000.0,3200,411,RBPWorld,RBP,True
ENSG00000205531,NAP1L4,4676,nucleosome assembly protein 1 like 4,,Homo_sapiens,human,main6,86000000000.0,3200,411,RBPWorld,RBP,True
ENSG00000205542,TMSB4X,7114,thymosin beta 4 X-linked,,Homo_sapiens,human,main6,86000000000.0,3200,411,RBPWorld,RBP,True
ENSG00000205571,SMN2,6607,"survival of motor neuron 2, centromeric",,Homo_sapiens,human,main6,86000000000.0,3200,411,RBPWorld,RBP,True
ENSG00000205609,EIF3CL,728689,eukaryotic translation initiation factor 3 subunit C like,,Homo_sapiens,human,main6,86000000000.0,3200,411,RBPWorld,RBP,True
ENSG00000205916,DAZ4,57135,deleted in azoospermia 4,,Homo_sapiens,human,main6,86000000000.0,3200,411,RBPWorld,RBP,True
ENSG00000205937,RNPS1,10921,RNA binding protein with serine rich domain 1,,Homo_sapiens,human,main6,86000000000.0,3200,411,RBPWorld,RBP,True
ENSG00000205944,DAZ2,57055,deleted in azoospermia 2,,Homo_sapiens,human,main6,86000000000.0,3200,411,RBPWorld,RBP,True
ENSG00000205978,NYNRIN,57523,NYN domain and retroviral integrase containing,,Homo_sapiens,human,main6,86000000000.0,3200,411,RBPWorld,RBP,True
ENSG00000206053,JPT2,90861,Jupiter microtubule associated homolog 2,,Homo_sapiens,human,main6,86000000000.0,3200,411,RBPWorld,RBP,True
ENSG00000206075,SERPINB5,5268,serpin family B member 5,,Homo_sapiens,human,main6,86000000000.0,3200,411,RBPWorld,RBP,True
ENSG00000206150,RNASE13,440163,ribonuclease A family member 13 (inactive),,Homo_sapiens,human,main6,86000000000.0,3200,411,RBPWorld,RBP,True
ENSG00000206418,RAB12,201475,"RAB12, member RAS oncogene family",,Homo_sapiens,human,main6,86000000000.0,3200,411,RBPWorld,RBP,True
ENSG00000206562,METTL6,131965,methyltransferase like 6,,Homo_sapiens,human,main6,86000000000.0,3200,411,RBPWorld,RBP,True
ENSG00000211456,SACM1L,22908,SAC1 like phosphatidylinositide phosphatase,,Homo_sapiens,human,main6,86000000000.0,3200,411,RBPWorld,RBP,True
ENSG00000211460,TSN,7247,translin,,Homo_sapiens,human,main6,86000000000.0,3200,411,RBPWorld,RBP,True
ENSG00000213020,ZNF611,81856,zinc finger protein 611,,Homo_sapiens,human,main6,86000000000.0,3200,411,RBPWorld,RBP,True
ENSG00000213079,SCAF8,22828,SR-related CTD associated factor 8,,Homo_sapiens,human,main6,86000000000.0,3200,411,RBPWorld,RBP,True
ENSG00000213203,GIMAP1,170575,"GTPase, IMAP family member 1",,Homo_sapiens,human,main6,86000000000.0,3200,411,RBPWorld,RBP,True
ENSG00000213246,SUPT4H1,6827,"SPT4 homolog, DSIF elongation factor subunit",,Homo_sapiens,human,main6,86000000000.0,3200,411,RBPWorld,RBP,True
ENSG00000213281,NRAS,4893,"NRAS proto-oncogene, GTPase",,Homo_sapiens,human,main6,86000000000.0,3200,411,RBPWorld,RBP,True
ENSG00000213339,QTRT1,81890,queuine tRNA-ribosyltransferase catalytic subunit 1,,Homo_sapiens,human,main6,86000000000.0,3200,411,RBPWorld,RBP,True
ENSG00000213465,ARL2,402,ADP ribosylation factor like GTPase 2,,Homo_sapiens,human,main6,86000000000.0,3200,411,RBPWorld,RBP,True
ENSG00000213516,RBMXL1,494115,RBMX like 1,,Homo_sapiens,human,main6,86000000000.0,3200,411,RBPWorld,RBP,True
ENSG00000213523,SRA1,10011,steroid receptor RNA activator 1,,Homo_sapiens,human,main6,86000000000.0,3200,411,RBPWorld,RBP,True
ENSG00000213551,DNAJC9,23234,DnaJ heat shock protein family (Hsp40) member C9,,Homo_sapiens,human,main6,86000000000.0,3200,411,RBPWorld,RBP,True
ENSG00000213585,VDAC1,7416,voltage dependent anion channel 1,,Homo_sapiens,human,main6,86000000000.0,3200,411,RBPWorld,RBP,True
ENSG00000213639,PPP1CB,5500,protein phosphatase 1 catalytic subunit beta,,Homo_sapiens,human,main6,86000000000.0,3200,411,RBPWorld,RBP,True
ENSG00000213719,CLIC1,1192,chloride intracellular channel 1,,Homo_sapiens,human,main6,86000000000.0,3200,411,RBPWorld,RBP,True
ENSG00000213741,RPS29,6235,ribosomal protein S29,,Homo_sapiens,human,main6,86000000000.0,3200,411,RBPWorld,RBP,True
ENSG00000213782,DDX47,51202,DEAD-box helicase 47,,Homo_sapiens,human,main6,86000000000.0,3200,411,RBPWorld,RBP,True
ENSG00000213793,ZNF888,388559,zinc finger protein 888,,Homo_sapiens,human,main6,86000000000.0,3200,411,RBPWorld,RBP,True
ENSG00000213918,DNASE1,1773,deoxyribonuclease 1,,Homo_sapiens,human,main6,86000000000.0,3200,411,RBPWorld,RBP,True
ENSG00000214026,MRPL23,6150,mitochondrial ribosomal protein L23,,Homo_sapiens,human,main6,86000000000.0,3200,411,RBPWorld,RBP,True
ENSG00000214078,CPNE1,8904,copine 1,,Homo_sapiens,human,main6,86000000000.0,3200,411,RBPWorld,RBP,True
ENSG00000214274,ANG,283,angiogenin,,Homo_sapiens,human,main6,86000000000.0,3200,411,RBPWorld,RBP,True
ENSG00000214309,MBLAC1,255374,metallo-beta-lactamase domain containing 1,,Homo_sapiens,human,main6,86000000000.0,3200,411,RBPWorld,RBP,True
ENSG00000214435,AS3MT,57412,arsenite methyltransferase,,Homo_sapiens,human,main6,86000000000.0,3200,411,RBPWorld,RBP,True
ENSG00000214517,PPME1,51400,protein phosphatase methylesterase 1,,Homo_sapiens,human,main6,86000000000.0,3200,411,RBPWorld,RBP,True
ENSG00000214575,CPEB1,64506,Cytoplasmic Polyadenylation Element Binding Protein 1,,Homo_sapiens,human,main6,86000000000.0,3200,411,RBPWorld,RBP,True
ENSG00000214753,HNRNPUL2,221092,heterogeneous nuclear ribonucleoprotein U like 2,,Homo_sapiens,human,main6,86000000000.0,3200,411,RBPWorld,RBP,True
ENSG00000214756,CSKMT,751071,citrate synthase lysine methyltransferase,,Homo_sapiens,human,main6,86000000000.0,3200,411,RBPWorld,RBP,True
ENSG00000215251,FASTKD5,60493,FAST kinase domains 5,,Homo_sapiens,human,main6,86000000000.0,3200,411,RBPWorld,RBP,True
ENSG00000215301,DDX3X,1654,DEAD-box helicase 3 X-linked,,Homo_sapiens,human,main6,86000000000.0,3200,411,RBPWorld,RBP,True
ENSG00000215472,RPL17-C18orf32,100526842,RPL17-C18orf32 readthrough,,Homo_sapiens,human,main6,86000000000.0,3200,411,RBPWorld,RBP,True
ENSG00000218819,TDRD15,100129278,tudor domain containing 15,,Homo_sapiens,human,main6,86000000000.0,3200,411,RBPWorld,RBP,True
ENSG00000218823,PAPOLB,56903,poly(A) polymerase beta,,Homo_sapiens,human,main6,86000000000.0,3200,411,RBPWorld,RBP,True
ENSG00000218891,ZNF579,163033,zinc finger protein 579,,Homo_sapiens,human,main6,86000000000.0,3200,411,RBPWorld,RBP,True
ENSG00000221914,PPP2R2A,5520,protein phosphatase 2 regulatory subunit Balpha,,Homo_sapiens,human,main6,86000000000.0,3200,411,RBPWorld,RBP,True
