ensembl_gene_id,gene_symbol,entrez_id,description,rbpworld_family,species,common_name,group,neurons,genome_mb,cell_types,data_source,protein_type,is_canonical
ENSDARG00000015835,eif4e2rs1,393732,eukaryotic translation initiation factor 4E family member 2 related sequence 1,IF4E,Danio_rerio,zebrafish,main6,10000000.0,1400,193,RBPWorld,RBP,True
ENSDARG00000015889,zc3h15,334307,zinc finger CCCH-type containing 15,zf-CCCH,Danio_rerio,zebrafish,main6,10000000.0,1400,193,RBPWorld,RBP,True
ENSDARG00000015901,ptbp2b,562434,polypyrimidine tract binding protein 2b,RRM_5,Danio_rerio,zebrafish,main6,10000000.0,1400,193,RBPWorld,RBP,True
ENSDARG00000015966,yaf2,692296,YY1 associated factor 2,zf-RanBP,Danio_rerio,zebrafish,main6,10000000.0,1400,193,RBPWorld,RBP,True
ENSDARG00000015998,wdhd1,436999,WD repeat and HMG-box DNA binding protein 1,eIF2A,Danio_rerio,zebrafish,main6,10000000.0,1400,193,RBPWorld,RBP,True
ENSDARG00000016080,nob1,557254,NIN1 (RPN12) binding protein 1 homolog,NOB1_Zn_bind,Danio_rerio,zebrafish,main6,10000000.0,1400,193,RBPWorld,RBP,True
ENSDARG00000016085,mbnl3,567027,muscleblind-like splicing regulator 3,zf-CCCH,Danio_rerio,zebrafish,main6,10000000.0,1400,193,RBPWorld,RBP,True
ENSDARG00000016093,qtrt2,402798,queuine tRNA-ribosyltransferase accessory subunit 2,TGT,Danio_rerio,zebrafish,main6,10000000.0,1400,193,RBPWorld,RBP,True
ENSDARG00000016117,exd2,334455,exonuclease 3'-5' domain containing 2,DNA_pol_A_exo1,Danio_rerio,zebrafish,main6,10000000.0,1400,193,RBPWorld,RBP,True
ENSDARG00000016122,ptrhd1,563207,peptidyl-tRNA hydrolase domain containing 1,PTH2,Danio_rerio,zebrafish,main6,10000000.0,1400,193,RBPWorld,RBP,True
ENSDARG00000016154,zfp36l1a,561280,"zinc finger protein 36, C3H type-like 1a",zf-CCCH,Danio_rerio,zebrafish,main6,10000000.0,1400,193,RBPWorld,RBP,True
ENSDARG00000016177,eif4enif1,541411,eukaryotic translation initiation factor 4E nuclear import factor 1,EIF4E-T,Danio_rerio,zebrafish,main6,10000000.0,1400,193,RBPWorld,RBP,True
ENSDARG00000016188,SBNO2,100002292,si:ch73-63e15.2,ResIII,Danio_rerio,zebrafish,main6,10000000.0,1400,193,RBPWorld,RBP,True
ENSDARG00000016260,fxr2,393180,"fragile X mental retardation, autosomal homolog 2",FXMRP1_C_core,Danio_rerio,zebrafish,main6,10000000.0,1400,193,RBPWorld,RBP,True
ENSDARG00000016280,eif1ad,393440,eukaryotic translation initiation factor 1A domain containing,eIF-1a,Danio_rerio,zebrafish,main6,10000000.0,1400,193,RBPWorld,RBP,True
ENSDARG00000016302,upf1,406783,"UPF1, RNA helicase and ATPase",UPF1_Zn_bind,Danio_rerio,zebrafish,main6,10000000.0,1400,193,RBPWorld,RBP,True
ENSDARG00000016307,mrpl46,436791,mitochondrial ribosomal protein L46,MRP-L46,Danio_rerio,zebrafish,main6,10000000.0,1400,193,RBPWorld,RBP,True
ENSDARG00000016345,ncoa5,447849,nuclear receptor coactivator 5,Non-canonical_RBP,Danio_rerio,zebrafish,main6,10000000.0,1400,193,RBPWorld,RBP,False
ENSDARG00000016393,arf2b,327026,ADP-ribosylation factor 2b,MMR_HSR1,Danio_rerio,zebrafish,main6,10000000.0,1400,193,RBPWorld,RBP,True
ENSDARG00000016399,riok1,406268,RIO kinase 1 (yeast),RIO1,Danio_rerio,zebrafish,main6,10000000.0,1400,193,RBPWorld,RBP,True
ENSDARG00000016443,eif3c,334234,"eukaryotic translation initiation factor 3, subunit C",eIF-3c_N,Danio_rerio,zebrafish,main6,10000000.0,1400,193,RBPWorld,RBP,True
ENSDARG00000016447,ythdf1,327606,YTH N(6)-methyladenosine RNA binding protein 1,YTH,Danio_rerio,zebrafish,main6,10000000.0,1400,193,RBPWorld,RBP,True
ENSDARG00000016477,eif4a2,406760,"eukaryotic translation initiation factor 4A, isoform 2",DEAD,Danio_rerio,zebrafish,main6,10000000.0,1400,193,RBPWorld,RBP,True
ENSDARG00000016484,dkc1,613144,"dyskeratosis congenita 1, dyskerin",DKCLD,Danio_rerio,zebrafish,main6,10000000.0,1400,193,RBPWorld,RBP,True
ENSDARG00000016516,rbm8a,503767,RNA binding motif protein 8A,RRM_1,Danio_rerio,zebrafish,main6,10000000.0,1400,193,RBPWorld,RBP,True
ENSDARG00000016527,helz2,562461,"helicase with zinc finger 2, transcriptional coactivator",RNB,Danio_rerio,zebrafish,main6,10000000.0,1400,193,RBPWorld,RBP,True
ENSDARG00000016543,mrm3a,550390,mitochondrial rRNA methyltransferase 3a,SpoU_methylase,Danio_rerio,zebrafish,main6,10000000.0,1400,193,RBPWorld,RBP,True
ENSDARG00000016548,eif5b,561194,eukaryotic translation initiation factor 5B,GTP_EFTU,Danio_rerio,zebrafish,main6,10000000.0,1400,193,RBPWorld,RBP,True
ENSDARG00000016725,gadd45gb.1,406507,"growth arrest and DNA-damage-inducible, gamma b, tandem duplicate 1",Ribosomal_L7Ae,Danio_rerio,zebrafish,main6,10000000.0,1400,193,RBPWorld,RBP,True
ENSDARG00000016743,angel2,562704,angel homolog 2 (Drosophila),Exo_endo_phos,Danio_rerio,zebrafish,main6,10000000.0,1400,193,RBPWorld,RBP,True
ENSDARG00000016753,ipo9,406860,importin 9,IBN_N,Danio_rerio,zebrafish,main6,10000000.0,1400,193,RBPWorld,RBP,True
ENSDARG00000016775,aqr,393436,aquarius intron-binding spliceosomal factor,ResIII,Danio_rerio,zebrafish,main6,10000000.0,1400,193,RBPWorld,RBP,True
ENSDARG00000016783,srsf6b,494133,serine/arginine-rich splicing factor 6b,RRM_1,Danio_rerio,zebrafish,main6,10000000.0,1400,193,RBPWorld,RBP,True
ENSDARG00000016788,zeb1a,100004929,zinc finger E-box binding homeobox 1a,zf-C2H2,Danio_rerio,zebrafish,main6,10000000.0,1400,193,RBPWorld,RBP,True
ENSDARG00000016811,ints3,560575,integrator complex subunit 3,Ints3,Danio_rerio,zebrafish,main6,10000000.0,1400,193,RBPWorld,RBP,True
ENSDARG00000016830,rimkla,447815,ribosomal modification protein rimK-like family member A,RimK,Danio_rerio,zebrafish,main6,10000000.0,1400,193,RBPWorld,RBP,True
ENSDARG00000016855,sf3b5,436751,"splicing factor 3b, subunit 5",SF3b10,Danio_rerio,zebrafish,main6,10000000.0,1400,193,RBPWorld,RBP,True
ENSDARG00000016864,farsb,493608,phenylalanyl-tRNA synthetase subunit beta,B3_4,Danio_rerio,zebrafish,main6,10000000.0,1400,193,RBPWorld,RBP,True
ENSDARG00000016889,eif3g,393974,"eukaryotic translation initiation factor 3, subunit G",eIF3g,Danio_rerio,zebrafish,main6,10000000.0,1400,193,RBPWorld,RBP,True
ENSDARG00000016903,wdr5,406372,WD repeat domain 5,eIF2A,Danio_rerio,zebrafish,main6,10000000.0,1400,193,RBPWorld,RBP,True
ENSDARG00000016999,lin28a,394066,lin-28 homolog A (C. elegans),CSD,Danio_rerio,zebrafish,main6,10000000.0,1400,193,RBPWorld,RBP,True
ENSDARG00000017038,zgc:152670,557059,zgc:152670,hmm_2OG-FeII_Oxy,Danio_rerio,zebrafish,main6,10000000.0,1400,193,RBPWorld,RBP,True
ENSDARG00000017140,zgc:63587,393431,zgc:63587,MMR_HSR1,Danio_rerio,zebrafish,main6,10000000.0,1400,193,RBPWorld,RBP,True
ENSDARG00000017219,pabpc1a,606498,"poly(A) binding protein, cytoplasmic 1a",RRM_1,Danio_rerio,zebrafish,main6,10000000.0,1400,193,RBPWorld,RBP,True
ENSDARG00000017235,eif5a,406464,eukaryotic translation initiation factor 5A,eIF-5a,Danio_rerio,zebrafish,main6,10000000.0,1400,193,RBPWorld,RBP,True
ENSDARG00000017244,chd6,570753,chromodomain helicase DNA binding protein 6,BRK,Danio_rerio,zebrafish,main6,10000000.0,1400,193,RBPWorld,RBP,True
ENSDARG00000017315,larp7,334956,"La ribonucleoprotein domain family, member 7",RRM_3,Danio_rerio,zebrafish,main6,10000000.0,1400,193,RBPWorld,RBP,True
ENSDARG00000017359,mettl8,100148927,methyltransferase like 8,Methyltransf_31,Danio_rerio,zebrafish,main6,10000000.0,1400,193,RBPWorld,RBP,True
ENSDARG00000017423,patl1,100009659,protein associated with topoisomerase II homolog 1 (yeast),PAT1,Danio_rerio,zebrafish,main6,10000000.0,1400,193,RBPWorld,RBP,True
ENSDARG00000017439,eif4ba,553214,eukaryotic translation initiation factor 4Ba,RRM_1,Danio_rerio,zebrafish,main6,10000000.0,1400,193,RBPWorld,RBP,True
ENSDARG00000017605,rpp40,415238,ribonuclease P/MRP 40 subunit,Ribonuc_P_40,Danio_rerio,zebrafish,main6,10000000.0,1400,193,RBPWorld,RBP,True
ENSDARG00000017673,nova2,553201,neuro-oncological ventral antigen 2,KH_1,Danio_rerio,zebrafish,main6,10000000.0,1400,193,RBPWorld,RBP,True
ENSDARG00000017741,g3bp1,335512,GTPase activating protein (SH3 domain) binding protein 1,NTF2,Danio_rerio,zebrafish,main6,10000000.0,1400,193,RBPWorld,RBP,True
ENSDARG00000017762,srrt,192311,serrate RNA effector molecule homolog (Arabidopsis),ARS2,Danio_rerio,zebrafish,main6,10000000.0,1400,193,RBPWorld,RBP,True
ENSDARG00000017843,srsf1b,393565,serine/arginine-rich splicing factor 1b,RRM_1,Danio_rerio,zebrafish,main6,10000000.0,1400,193,RBPWorld,RBP,True
ENSDARG00000017931,ints6l,393406,integrator complex subunit 6 like,INT_SG_DDX_CT_C,Danio_rerio,zebrafish,main6,10000000.0,1400,193,RBPWorld,RBP,True
ENSDARG00000017994,tssk6,557915,testis-specific serine kinase 6,RIO1,Danio_rerio,zebrafish,main6,10000000.0,1400,193,RBPWorld,RBP,True
ENSDARG00000018049,sf3b2,570994,"splicing factor 3b, subunit 2",DUF382,Danio_rerio,zebrafish,main6,10000000.0,1400,193,RBPWorld,RBP,True
ENSDARG00000018073,mrps22,556778,mitochondrial ribosomal protein S22,MRP-S22,Danio_rerio,zebrafish,main6,10000000.0,1400,193,RBPWorld,RBP,True
ENSDARG00000018107,rab3da,567288,"RAB3D, member RAS oncogene family, a",MMR_HSR1,Danio_rerio,zebrafish,main6,10000000.0,1400,193,RBPWorld,RBP,True
ENSDARG00000018192,ubr5,334627,ubiquitin protein ligase E3 component n-recognin 5,PABP,Danio_rerio,zebrafish,main6,10000000.0,1400,193,RBPWorld,RBP,True
ENSDARG00000018272,wdr33,449009,WD repeat domain 33,Non-canonical_RBP,Danio_rerio,zebrafish,main6,10000000.0,1400,193,RBPWorld,RBP,False
ENSDARG00000018334,rpl35,192299,ribosomal protein L35,Ribosomal_L29,Danio_rerio,zebrafish,main6,10000000.0,1400,193,RBPWorld,RBP,True
ENSDARG00000018425,ddx61,100007313,DEAD (Asp-Glu-Ala-Asp) box helicase 61,DEAD,Danio_rerio,zebrafish,main6,10000000.0,1400,193,RBPWorld,RBP,True
ENSDARG00000018460,mbnl2,560384,muscleblind-like splicing regulator 2,zf-CCCH,Danio_rerio,zebrafish,main6,10000000.0,1400,193,RBPWorld,RBP,True
ENSDARG00000018494,smn1,30432,"survival of motor neuron 1, telomeric",SMN,Danio_rerio,zebrafish,main6,10000000.0,1400,193,RBPWorld,RBP,True
ENSDARG00000018553,ifih1,565759,interferon induced with helicase C domain 1,RIG-I_C-RD,Danio_rerio,zebrafish,main6,10000000.0,1400,193,RBPWorld,RBP,True
ENSDARG00000018574,sf3b4,192318,"splicing factor 3b, subunit 4",RRM_1,Danio_rerio,zebrafish,main6,10000000.0,1400,193,RBPWorld,RBP,True
ENSDARG00000018587,zgc:152658,767632,zgc:152658,MMR_HSR1,Danio_rerio,zebrafish,main6,10000000.0,1400,193,RBPWorld,RBP,True
ENSDARG00000018593,parp16,405842,"poly (ADP-ribose) polymerase family, member 16",PARP,Danio_rerio,zebrafish,main6,10000000.0,1400,193,RBPWorld,RBP,True
ENSDARG00000018602,rab5aa,337737,"RAB5A, member RAS oncogene family, a",MMR_HSR1,Danio_rerio,zebrafish,main6,10000000.0,1400,193,RBPWorld,RBP,True
ENSDARG00000018618,cpsf6,327069,cleavage and polyadenylation specific factor 6,RRM_1,Danio_rerio,zebrafish,main6,10000000.0,1400,193,RBPWorld,RBP,True
ENSDARG00000018623,rad54l,394119,RAD54 like,ResIII,Danio_rerio,zebrafish,main6,10000000.0,1400,193,RBPWorld,RBP,True
ENSDARG00000018627,arl5a,436611,ADP-ribosylation factor-like 5A,MMR_HSR1,Danio_rerio,zebrafish,main6,10000000.0,1400,193,RBPWorld,RBP,True
ENSDARG00000018650,gtpbp3,553807,"GTP binding protein 3, mitochondrial",MMR_HSR1,Danio_rerio,zebrafish,main6,10000000.0,1400,193,RBPWorld,RBP,True
ENSDARG00000018658,aar2,431768,AAR2 splicing factor homolog (S. cerevisiae),AAR2,Danio_rerio,zebrafish,main6,10000000.0,1400,193,RBPWorld,RBP,True
ENSDARG00000018698,carm1,445251,coactivator-associated arginine methyltransferase 1,MTS,Danio_rerio,zebrafish,main6,10000000.0,1400,193,RBPWorld,RBP,True
ENSDARG00000018814,esrp2,572992,epithelial splicing regulatory protein 2,RRM_1,Danio_rerio,zebrafish,main6,10000000.0,1400,193,RBPWorld,RBP,True
ENSDARG00000018854,scaf4b,552961,SR-related CTD-associated factor 4b,RRM_1,Danio_rerio,zebrafish,main6,10000000.0,1400,193,RBPWorld,RBP,True
ENSDARG00000018881,apobec2a,503736,"apolipoprotein B mRNA editing enzyme, catalytic polypeptide-like 2a",APOBEC_N,Danio_rerio,zebrafish,main6,10000000.0,1400,193,RBPWorld,RBP,True
ENSDARG00000018890,snrpa,324121,small nuclear ribonucleoprotein polypeptide A,RRM_1,Danio_rerio,zebrafish,main6,10000000.0,1400,193,RBPWorld,RBP,True
ENSDARG00000018891,rnaseh2a,393195,"ribonuclease H2, subunit A",RNase_HII,Danio_rerio,zebrafish,main6,10000000.0,1400,193,RBPWorld,RBP,True
ENSDARG00000018902,pes,30228,pescadillo,Pescadillo_N,Danio_rerio,zebrafish,main6,10000000.0,1400,193,RBPWorld,RBP,True
ENSDARG00000018904,cstf3,406326,"cleavage stimulation factor, 3' pre-RNA, subunit 3",Suf,Danio_rerio,zebrafish,main6,10000000.0,1400,193,RBPWorld,RBP,True
ENSDARG00000018914,hnrnpk,406267,heterogeneous nuclear ribonucleoprotein K,KH_1,Danio_rerio,zebrafish,main6,10000000.0,1400,193,RBPWorld,RBP,True
ENSDARG00000018936,zcchc17,393516,"zinc finger, CCHC domain containing 17",S1,Danio_rerio,zebrafish,main6,10000000.0,1400,193,RBPWorld,RBP,True
ENSDARG00000018961,gtpbp4,334050,GTP binding protein 4,NOG1,Danio_rerio,zebrafish,main6,10000000.0,1400,193,RBPWorld,RBP,True
ENSDARG00000019181,rpsa,394027,ribosomal protein SA,Ribosomal_S2,Danio_rerio,zebrafish,main6,10000000.0,1400,193,RBPWorld,RBP,True
ENSDARG00000019191,sept12,564600,septin 12,MMR_HSR1,Danio_rerio,zebrafish,main6,10000000.0,1400,193,RBPWorld,RBP,True
ENSDARG00000019205,fam120c,557842,family with sequence similarity 120C,Non-canonical_RBP,Danio_rerio,zebrafish,main6,10000000.0,1400,193,RBPWorld,RBP,False
ENSDARG00000019222,mrpl24,436674,mitochondrial ribosomal protein L24,KOW,Danio_rerio,zebrafish,main6,10000000.0,1400,193,RBPWorld,RBP,True
ENSDARG00000019230,rpl7a,337010,ribosomal protein L7a,Ribosomal_L7Ae,Danio_rerio,zebrafish,main6,10000000.0,1400,193,RBPWorld,RBP,True
ENSDARG00000019280,larsb,569778,leucyl-tRNA synthetase b,Anticodon_1,Danio_rerio,zebrafish,main6,10000000.0,1400,193,RBPWorld,RBP,True
ENSDARG00000019312,rab39ba,562596,"RAB39B, member RAS oncogene family a",MMR_HSR1,Danio_rerio,zebrafish,main6,10000000.0,1400,193,RBPWorld,RBP,True
ENSDARG00000019345,mark3a,334300,MAP/microtubule affinity-regulating kinase 3a,RIO1,Danio_rerio,zebrafish,main6,10000000.0,1400,193,RBPWorld,RBP,True
ENSDARG00000019362,ptbp1a,323490,polypyrimidine tract binding protein 1a,RRM_5,Danio_rerio,zebrafish,main6,10000000.0,1400,193,RBPWorld,RBP,True
ENSDARG00000019406,zgc:63470,393420,zgc:63470,DUF1917,Danio_rerio,zebrafish,main6,10000000.0,1400,193,RBPWorld,RBP,True
ENSDARG00000019417,gadd45ga,402991,"growth arrest and DNA-damage-inducible, gamma a",Ribosomal_L7Ae,Danio_rerio,zebrafish,main6,10000000.0,1400,193,RBPWorld,RBP,True
ENSDARG00000019529,parp1,560788,poly (ADP-ribose) polymerase 1,PARP,Danio_rerio,zebrafish,main6,10000000.0,1400,193,RBPWorld,RBP,True
ENSDARG00000019651,zgc:162239,558037,zgc:162239,MMR_HSR1,Danio_rerio,zebrafish,main6,10000000.0,1400,193,RBPWorld,RBP,True
ENSDARG00000019707,spout1,447888,SPOUT domain containing methyltransferase 1,Methyltrn_RNA_3,Danio_rerio,zebrafish,main6,10000000.0,1400,193,RBPWorld,RBP,True
ENSDARG00000019765,zgc:158803,100038767,zgc:158803,LUC7,Danio_rerio,zebrafish,main6,10000000.0,1400,193,RBPWorld,RBP,True
ENSDARG00000019778,rps6,445028,ribosomal protein S6,Ribosomal_S6e,Danio_rerio,zebrafish,main6,10000000.0,1400,193,RBPWorld,RBP,True
ENSDARG00000019791,prmt3,550348,protein arginine methyltransferase 3,Methyltransf_31,Danio_rerio,zebrafish,main6,10000000.0,1400,193,RBPWorld,RBP,True
ENSDARG00000019842,cnot3b,327627,"CCR4-NOT transcription complex, subunit 3b",Not3,Danio_rerio,zebrafish,main6,10000000.0,1400,193,RBPWorld,RBP,True
ENSDARG00000019941,sgta,336867,"small glutamine-rich tetratricopeptide repeat (TPR)-containing, alpha",Non-canonical_RBP,Danio_rerio,zebrafish,main6,10000000.0,1400,193,RBPWorld,RBP,False
ENSDARG00000020015,mrps33,432383,mitochondrial ribosomal protein S33,MRP-S33,Danio_rerio,zebrafish,main6,10000000.0,1400,193,RBPWorld,RBP,True
ENSDARG00000020043,cnot8,406788,"CCR4-NOT transcription complex, subunit 8",CAF1,Danio_rerio,zebrafish,main6,10000000.0,1400,193,RBPWorld,RBP,True
ENSDARG00000020077,nol10,393206,nucleolar protein 10,NUC153,Danio_rerio,zebrafish,main6,10000000.0,1400,193,RBPWorld,RBP,True
ENSDARG00000020079,neil3,492463,nei-like DNA glycosylase 3,zf-RanBP,Danio_rerio,zebrafish,main6,10000000.0,1400,193,RBPWorld,RBP,True
ENSDARG00000020086,nuak1a,561563,"NUAK family, SNF1-like kinase, 1a",RIO1,Danio_rerio,zebrafish,main6,10000000.0,1400,193,RBPWorld,RBP,True
ENSDARG00000020122,endou2,553584,"endonuclease, polyU-specific 2",XendoU,Danio_rerio,zebrafish,main6,10000000.0,1400,193,RBPWorld,RBP,True
ENSDARG00000020178,nova1,555590,neuro-oncological ventral antigen 1,KH_1,Danio_rerio,zebrafish,main6,10000000.0,1400,193,RBPWorld,RBP,True
ENSDARG00000020217,cpsf4,30203,cleavage and polyadenylation specific factor 4,zf-CCCH,Danio_rerio,zebrafish,main6,10000000.0,1400,193,RBPWorld,RBP,True
ENSDARG00000020235,sept9a,337243,septin 9a,MMR_HSR1,Danio_rerio,zebrafish,main6,10000000.0,1400,193,RBPWorld,RBP,True
ENSDARG00000020258,ewsr1a,323597,EWS RNA-binding protein 1a,zf-RanBP,Danio_rerio,zebrafish,main6,10000000.0,1400,193,RBPWorld,RBP,True
ENSDARG00000020261,rab2a,140617,"RAB2A, member RAS oncogene family",MMR_HSR1,Danio_rerio,zebrafish,main6,10000000.0,1400,193,RBPWorld,RBP,True
ENSDARG00000020377,eif4g2a,323453,"eukaryotic translation initiation factor 4, gamma 2a",MIF4G,Danio_rerio,zebrafish,main6,10000000.0,1400,193,RBPWorld,RBP,True
ENSDARG00000020465,ewsr1b,322880,EWS RNA-binding protein 1b,zf-RanBP,Danio_rerio,zebrafish,main6,10000000.0,1400,193,RBPWorld,RBP,True
ENSDARG00000020467,safb,321979,scaffold attachment factor B,RRM_1,Danio_rerio,zebrafish,main6,10000000.0,1400,193,RBPWorld,RBP,True
ENSDARG00000020482,nono,321994,"non-POU domain containing, octamer-binding",RRM_1,Danio_rerio,zebrafish,main6,10000000.0,1400,193,RBPWorld,RBP,True
ENSDARG00000020497,rab7a,393902,"RAB7a, member RAS oncogene family",MMR_HSR1,Danio_rerio,zebrafish,main6,10000000.0,1400,193,RBPWorld,RBP,True
ENSDARG00000020573,ddx3xa,566947,DEAD-box helicase 3 X-linked a,DEAD,Danio_rerio,zebrafish,main6,10000000.0,1400,193,RBPWorld,RBP,True
ENSDARG00000020595,gnl3l,442932,guanine nucleotide binding protein-like 3 (nucleolar)-like,MMR_HSR1,Danio_rerio,zebrafish,main6,10000000.0,1400,193,RBPWorld,RBP,True
ENSDARG00000020746,gfi1aa,553814,growth factor independent 1A transcription repressor a,zf-C2H2,Danio_rerio,zebrafish,main6,10000000.0,1400,193,RBPWorld,RBP,True
ENSDARG00000020749,caprin2,407729,caprin family member 2,Caprin-1_C,Danio_rerio,zebrafish,main6,10000000.0,1400,193,RBPWorld,RBP,True
ENSDARG00000020841,rbm7,334784,RNA binding motif protein 7,RRM_1,Danio_rerio,zebrafish,main6,10000000.0,1400,193,RBPWorld,RBP,True
ENSDARG00000020850,eef1a1l1,30516,"eukaryotic translation elongation factor 1 alpha 1, like 1",GTP_EFTU,Danio_rerio,zebrafish,main6,10000000.0,1400,193,RBPWorld,RBP,True
ENSDARG00000020913,ddx56,445399,DEAD (Asp-Glu-Ala-Asp) box helicase 56,DEAD,Danio_rerio,zebrafish,main6,10000000.0,1400,193,RBPWorld,RBP,True
ENSDARG00000021107,sf3a2,394018,"splicing factor 3a, subunit 2",zf-met,Danio_rerio,zebrafish,main6,10000000.0,1400,193,RBPWorld,RBP,True
ENSDARG00000021112,c1d,474329,C1D nuclear receptor corepressor,Sas10_Utp3,Danio_rerio,zebrafish,main6,10000000.0,1400,193,RBPWorld,RBP,True
ENSDARG00000021140,pabpc1b,393856,"poly A binding protein, cytoplasmic 1 b",RRM_1,Danio_rerio,zebrafish,main6,10000000.0,1400,193,RBPWorld,RBP,True
ENSDARG00000021184,rbfox1l,407613,"RNA binding fox-1 homolog 1, like",Fox-1_C,Danio_rerio,zebrafish,main6,10000000.0,1400,193,RBPWorld,RBP,True
ENSDARG00000021242,mvp,373081,major vault protein,Vault,Danio_rerio,zebrafish,main6,10000000.0,1400,193,RBPWorld,RBP,True
ENSDARG00000021257,eif3d,336498,"eukaryotic translation initiation factor 3, subunit D",eIF-3_zeta,Danio_rerio,zebrafish,main6,10000000.0,1400,193,RBPWorld,RBP,True
ENSDARG00000021287,rab7b,431725,"RAB7b, member RAS oncogene family",MMR_HSR1,Danio_rerio,zebrafish,main6,10000000.0,1400,193,RBPWorld,RBP,True
ENSDARG00000021324,nsun4,494106,"NOL1/NOP2/Sun domain family, member 4",Methyltr_RsmB-F,Danio_rerio,zebrafish,main6,10000000.0,1400,193,RBPWorld,RBP,True
ENSDARG00000021402,mcm3ap,436589,minichromosome maintenance complex component 3 associated protein,RRM_1,Danio_rerio,zebrafish,main6,10000000.0,1400,193,RBPWorld,RBP,True
ENSDARG00000021405,chd3,568230,chromodomain helicase DNA binding protein 3,ResIII,Danio_rerio,zebrafish,main6,10000000.0,1400,193,RBPWorld,RBP,True
ENSDARG00000021443,zfp36l1b,323671,"zinc finger protein 36, C3H type-like 1b",zf-CCCH,Danio_rerio,zebrafish,main6,10000000.0,1400,193,RBPWorld,RBP,True
ENSDARG00000021455,strbp,557957,spermatid perinuclear RNA binding protein,DZF,Danio_rerio,zebrafish,main6,10000000.0,1400,193,RBPWorld,RBP,True
ENSDARG00000021466,ireb2,652982,iron-responsive element binding protein 2,Aconitase,Danio_rerio,zebrafish,main6,10000000.0,1400,193,RBPWorld,RBP,True
ENSDARG00000021702,pdcd4a,406261,programmed cell death 4a,MA3,Danio_rerio,zebrafish,main6,10000000.0,1400,193,RBPWorld,RBP,True
ENSDARG00000021806,zfp36l2,333941,"zinc finger protein 36, C3H type-like 2",zf-CCCH,Danio_rerio,zebrafish,main6,10000000.0,1400,193,RBPWorld,RBP,True
ENSDARG00000021811,calm3a,406660,"calmodulin 3a (phosphorylase kinase, delta)",Non-canonical_RBP,Danio_rerio,zebrafish,main6,10000000.0,1400,193,RBPWorld,RBP,False
ENSDARG00000021812,cherp,337851,calcium homeostasis endoplasmic reticulum protein,Surp,Danio_rerio,zebrafish,main6,10000000.0,1400,193,RBPWorld,RBP,True
ENSDARG00000021838,rps23,100000341,ribosomal protein S23,Ribosom_S12_S23,Danio_rerio,zebrafish,main6,10000000.0,1400,193,RBPWorld,RBP,True
ENSDARG00000021864,rplp1,336719,"ribosomal protein, large, P1",Ribosomal_60s,Danio_rerio,zebrafish,main6,10000000.0,1400,193,RBPWorld,RBP,True
ENSDARG00000021945,ddx23,334283,DEAD (Asp-Glu-Ala-Asp) box polypeptide 23,DEAD,Danio_rerio,zebrafish,main6,10000000.0,1400,193,RBPWorld,RBP,True
ENSDARG00000021984,ndufa2,554125,NADH:ubiquinone oxidoreductase subunit A2,L51_S25_CI-B8,Danio_rerio,zebrafish,main6,10000000.0,1400,193,RBPWorld,RBP,True
ENSDARG00000022129,rbm4.3,406277,RNA binding motif protein 4.3,RRM_1,Danio_rerio,zebrafish,main6,10000000.0,1400,193,RBPWorld,RBP,True
ENSDARG00000022177,ddx59,562123,DEAD (Asp-Glu-Ala-Asp) box polypeptide 59,DEAD,Danio_rerio,zebrafish,main6,10000000.0,1400,193,RBPWorld,RBP,True
ENSDARG00000022232,ppan,317739,peter pan homolog,Brix,Danio_rerio,zebrafish,main6,10000000.0,1400,193,RBPWorld,RBP,True
ENSDARG00000022410,rrp12,563195,ribosomal RNA processing 12 homolog,NUC173,Danio_rerio,zebrafish,main6,10000000.0,1400,193,RBPWorld,RBP,True
ENSDARG00000022614,ddx43,100136871,DEAD (Asp-Glu-Ala-Asp) box polypeptide 43,DEAD,Danio_rerio,zebrafish,main6,10000000.0,1400,193,RBPWorld,RBP,True
ENSDARG00000022813,dnd1,373074,DND microRNA-mediated repression inhibitor 1,DND1_DSRM,Danio_rerio,zebrafish,main6,10000000.0,1400,193,RBPWorld,RBP,True
ENSDARG00000022952,zgc:66448,327401,zgc:66448,zf-C2H2,Danio_rerio,zebrafish,main6,10000000.0,1400,193,RBPWorld,RBP,True
ENSDARG00000022968,fxr1,327220,"fragile X mental retardation, autosomal homolog 1",FXMRP1_C_core,Danio_rerio,zebrafish,main6,10000000.0,1400,193,RBPWorld,RBP,True
ENSDARG00000022996,setx,562474,senataxin,SEN1_N,Danio_rerio,zebrafish,main6,10000000.0,1400,193,RBPWorld,RBP,True
ENSDARG00000023003,ccdc12,793027,coiled-coil domain containing 12,cwf18,Danio_rerio,zebrafish,main6,10000000.0,1400,193,RBPWorld,RBP,True
ENSDARG00000023104,scaper,100144551,S-phase cyclin A-associated protein in the ER,zf-met,Danio_rerio,zebrafish,main6,10000000.0,1400,193,RBPWorld,RBP,True
ENSDARG00000023298,rps27.1,554155,"ribosomal protein S27, isoform 1",Ribosomal_S27e,Danio_rerio,zebrafish,main6,10000000.0,1400,193,RBPWorld,RBP,True
ENSDARG00000023299,snu13b,321114,"SNU13 homolog, small nuclear ribonucleoprotein b (U4/U6.U5)",Ribosomal_L7Ae,Danio_rerio,zebrafish,main6,10000000.0,1400,193,RBPWorld,RBP,True
